Open,High,Low,Close,Volume
53.67333,56.100616,54.761395,56.245735,124812216.0
3.0334961,3.661638,2.9066546,3.1807723,68958440.0
6.656556,6.044914,6.708571,7.110275,94536260.0
11.006465,9.697416,9.697107,9.89344,103857860.0
4.0414267,4.8336864,4.243624,3.8282142,77738200.0
121.42205,123.37674,122.37236,122.284,38916388.0
10.873506,13.861683,13.201645,13.377626,190543250.0
70.68125,70.161385,69.410515,70.480484,86376080.0
1.2477027,1.4893892,0.5417044,1.3638397,51380572.0
15.80273,16.315712,14.457336,14.737188,163795570.0
12.890138,14.183029,12.27998,13.278345,233696740.0
5.774125,4.9403377,5.495808,5.7694144,68821020.0
72.33881,72.94852,72.18315,71.94153,77834470.0
10.353303,10.829323,10.438173,10.480814,279567100.0
144.78651,145.83817,143.56189,144.66565,36785004.0
9.684087,10.791563,10.746559,10.674017,177828400.0
7.1816645,7.433887,6.5421987,7.644607,76186160.0
99.77049,101.77312,99.72651,99.619934,57581516.0
1.8388664,1.919338,1.214987,2.029304,49808480.0
3.5444214,4.433496,3.8052504,3.3780627,68456450.0
49.273087,50.430622,50.6911,49.23858,104839416.0
3.0876706,2.852041,2.1652758,2.6984916,54410176.0
45.05034,44.228294,44.043762,44.05222,98008380.0
1.0499564,0.041711513,2.4928439,1.378637,62663596.0
165.6644,167.51573,164.88449,165.85042,25925788.0
29.793303,27.658777,28.459286,31.211824,113906440.0
112.84489,113.337395,111.62653,112.48199,53311584.0
1.72565,1.1962221,1.5342848,1.163921,49657750.0
85.737305,88.692345,86.46248,88.256935,74058580.0
1.5906898,0.28088158,1.0363543,0.8388172,25292568.0
17.870644,17.08507,16.590195,17.373493,96575660.0
102.94514,104.92726,103.69973,103.29212,56082490.0
2.7015355,2.7527788,2.7299902,2.4044776,60538304.0
3.4634259,2.9685247,3.5063384,3.8532119,52248132.0
-0.71249473,-0.21040946,0.21263337,1.7510601,48019388.0
83.82974,86.66616,84.782745,85.89129,76143100.0
-0.5782708,-1.1304381,-0.10511184,1.0321842,23273584.0
7.8967257,7.727279,7.1637197,8.046862,94704580.0
0.43310466,0.54026955,1.437588,0.7303882,22660552.0
1.6243354,3.5580366,2.5073473,2.9006705,81626580.0
1.5258571,1.0110567,1.7037413,1.2272202,48864020.0
2.282533,2.501703,2.0725043,2.8060813,66698436.0
3.2788079,3.7790887,3.6350443,3.5151381,63193220.0
1.5668994,3.4491556,1.9051135,2.448873,58436350.0
3.1581948,3.4252527,3.3649294,3.0812583,65584016.0
2.7560265,3.012657,3.3272974,3.1309676,83985130.0
0.9211284,0.8837258,1.766865,0.87994534,30511760.0
1.7036449,1.4371717,1.8463061,2.5028796,42639372.0
17.057606,15.050409,14.262674,17.506565,131317780.0
10.258779,8.3466625,10.38979,9.521154,101150584.0
3.3247654,2.9836137,2.9539397,2.6415248,62167030.0
7.066436,7.108495,7.8118825,7.241508,74628424.0
1.4940559,2.9127862,3.021765,2.075109,56735436.0
12.496566,14.759525,13.509287,13.711758,222310420.0
5.5442457,5.643678,4.585591,5.230161,72109096.0
65.96932,69.59092,67.44926,67.13435,90806550.0
9.097039,7.1256366,8.6503315,8.100674,113296110.0
7.896945,9.75256,9.136316,8.99395,191253540.0
22.117628,22.251015,21.6646,21.928217,148090600.0
2.0698025,1.2788236,2.7874835,0.9030433,36796956.0
0.80852807,0.37024087,0.6085112,-0.3874096,-8703241.0
6.223153,7.6400943,7.520577,6.9695144,138398560.0
2.4693387,3.6866663,4.398415,3.5032725,84619304.0
2.858966,4.422321,3.2352602,3.7049727,107467250.0
1.1445018,1.1729143,1.0924227,0.9452339,30442188.0
3.604524,3.9007719,3.4884665,3.1845965,65606700.0
162.05934,164.88184,160.11299,161.79375,29110528.0
2.524091,2.7009332,3.002045,2.7118812,56212572.0
188.50513,194.47444,189.18697,190.6641,28787760.0
32.494564,34.272385,33.002304,33.096428,173209140.0
2.5011818,2.7828195,1.950083,2.6201968,69461864.0
2.818433,2.7563722,3.0003035,3.1476722,68100500.0
2.8501046,2.8118322,2.8599627,3.194055,69127550.0
-0.02138601,1.5860822,1.0434058,1.0514885,3244631.2
3.5150578,4.2801623,4.610352,4.341499,93078240.0
8.475104,7.5707335,8.239212,7.5375686,110520744.0
42.478405,42.10774,42.72874,43.499554,228085310.0
5.8755236,3.6162183,5.8224473,5.403848,103498820.0
35.200256,33.22943,32.29707,34.529964,94750856.0
17.97857,15.092144,14.878508,18.42409,127690850.0
4.133954,3.0676286,4.3934445,2.9121814,89890216.0
1.9355327,1.783159,2.4600718,2.2013736,49430770.0
10.668424,11.786322,12.177851,11.822002,137125460.0
13.190747,12.580044,12.008579,13.915773,211980980.0
1.4372627,0.7779214,2.2923205,0.60113484,34114804.0
4.4755964,4.5915866,3.4770968,4.5159183,70530840.0
4.781863,5.3430552,5.5014215,5.2998767,78588424.0
57.35246,60.461502,58.6059,59.01926,101104020.0
1.1038085,0.6055543,1.266741,1.634113,39003430.0
-0.19475637,-0.20464164,0.8471129,1.7063328,28348888.0
5.0014467,5.4587836,4.2861867,5.579084,78394600.0
7.8535395,10.2239685,9.693085,9.592291,220419780.0
7.437665,10.338175,9.417688,10.031528,230581330.0
4.665288,5.3766,5.048346,5.154527,77329176.0
209.73608,214.1538,208.21558,209.8869,25780044.0
162.0472,163.73825,160.97006,162.1546,30019412.0
7.314086,6.9738345,8.795267,7.427156,128521490.0
2.269519,1.8442132,2.649441,2.3797717,57354840.0
3.9424431,3.432823,3.311993,3.886722,58211572.0
102.09047,101.34906,99.807465,102.110825,67182330.0
25.084692,23.932423,22.183582,27.319593,120294060.0
6.7146006,7.7448573,7.717608,6.2912364,95948010.0
6.4722548,6.5222716,5.3146424,6.5499396,85948850.0
21.11258,21.125816,19.83647,21.656403,136393390.0
11.435212,8.401619,10.0601635,10.297995,100599704.0
3.34015,4.0209537,3.504454,3.5235457,76036984.0
1.6769515,1.2455251,0.978575,1.459684,40181064.0
2.1676724,2.4948995,2.24008,2.2390437,60180680.0
45.63157,48.569733,48.063732,48.81432,131546420.0
2.0800736,2.6941812,2.7571795,2.8737903,56391764.0
2.9452832,3.299383,3.0067084,2.581018,57996216.0
75.998146,75.43019,75.11831,77.290855,98889310.0
2.5878136,3.7443693,3.3121588,3.221332,70330900.0
2.042123,1.7445753,2.3479636,2.2924094,53299100.0
3.0269177,3.2882345,3.508345,3.3571048,66820504.0
49.13842,51.99569,50.55065,50.259983,125501600.0
105.77097,104.129395,103.07848,104.03471,62493020.0
1.5574733,0.30911034,0.6890547,1.2707821,68981624.0
32.615196,29.624832,30.606018,31.865261,103872870.0
9.321019,9.423731,9.470463,9.266798,169418600.0
1.7143508,1.3029974,0.9334433,1.8992096,61580908.0
1.8649684,3.0495965,2.9249117,3.0437179,77011680.0
8.709895,7.277414,8.544411,7.9374595,131449430.0
5.0698633,5.644645,5.5082765,4.8363757,87384610.0
51.40857,52.78978,52.718643,52.11864,93261704.0
2.8915398,4.3350806,3.2486727,3.9279418,75837460.0
92.92867,93.86739,91.91351,93.49583,77873224.0
1.719493,0.97974175,1.3030341,1.3050343,33643480.0
2.120517,3.2514722,3.7186587,3.5713115,81587544.0
19.174435,18.972109,17.160452,17.76904,170744480.0
2.5106137,2.1948984,3.3095877,2.3248343,52578900.0
3.012027,3.5894582,3.1843455,3.3875766,73649260.0
106.731224,105.79637,104.33008,105.966644,57357670.0
1.0809242,2.5775144,1.626425,2.5475268,75732510.0
2.1382802,4.0202346,2.9978564,2.6274028,59772680.0
4.373025,4.359163,3.5644896,4.0119205,77871496.0
123.39003,124.362564,121.51831,122.87716,41836090.0
1.8648425,1.8216093,1.9341109,2.0574431,49769536.0
78.06097,80.351845,79.15448,78.433624,76441464.0
208.2448,208.82411,205.64777,207.16339,25273176.0
62.137054,63.29071,63.84793,63.221237,83577830.0
5.1998167,5.3672767,5.062138,4.5245223,110297300.0
3.6636002,3.5327241,3.0572302,3.2176833,66616990.0
50.825523,50.5684,50.799408,50.880623,96767380.0
2.1560814,2.490156,2.3320353,2.4022994,59837984.0
3.31203,3.2761056,2.9727747,3.3547873,57376930.0
16.572067,14.919069,15.396185,16.695015,127489656.0
122.49196,122.12844,120.20209,121.72911,38513384.0
2.8721402,3.415733,2.87735,3.255035,70538120.0
2.851247,2.9308412,2.7813056,3.0042396,67141280.0
1.0262405,0.4104287,1.2063391,1.4366146,37935732.0
1.8490287,1.5079648,2.9064105,0.40514717,22821100.0
2.8108075,3.676357,2.9768126,3.6646838,76407440.0
2.035474,1.6297338,2.3920596,2.1934829,55614640.0
2.249986,1.9369256,2.7314646,2.5798202,58237004.0
8.124782,6.4889274,7.46802,6.6267257,148477980.0
2.3187764,1.9812944,2.4543478,2.4977813,52816760.0
49.223305,51.577156,50.343563,50.609364,99314190.0
62.943142,63.903393,63.534668,65.28497,126854030.0
3.9368432,5.021013,4.0941625,3.6310973,73072650.0
2.3831055,3.0938528,2.43594,3.0592666,70566090.0
1.5054504,1.0175207,1.5921576,1.0216595,46308050.0
128.9492,130.09924,128.05717,128.5527,38728468.0
5.472678,4.9920306,4.8513246,5.4923797,74231810.0
2.812013,3.0174253,3.1225855,3.180822,58504868.0
25.508383,24.430763,24.35158,24.887753,92555980.0
46.22808,45.64793,45.951412,46.22791,101958824.0
2.001304,2.255985,1.4047205,2.7841315,62739676.0
2.5542157,2.379854,2.7549784,2.485723,57002896.0
3.533233,3.100084,3.341204,3.826261,65973024.0
115.67262,115.78606,114.7344,114.91007,44458304.0
45.14006,45.0768,44.884052,45.906303,106598456.0
13.171102,15.14941,14.711378,14.273659,248091540.0
7.0060625,7.2989287,5.7410264,6.745315,70818480.0
3.8395798,5.574495,5.1964383,4.31286,87494536.0
69.63783,72.13725,70.65898,69.43823,82159704.0
5.534257,5.9519057,5.521086,6.5535674,96137530.0
4.708337,5.1926723,4.519797,4.322017,71062810.0
6.6264353,8.067631,7.910338,6.6469493,135573700.0
4.031369,4.2985644,4.2537045,4.3357654,92337150.0
154.26395,157.02095,153.27348,155.0522,33095728.0
4.4427595,4.177381,4.097998,4.371822,70025010.0
72.22655,73.48634,72.21583,71.497025,79360240.0
10.365558,9.86689,10.038263,10.451324,94731730.0
2.63952,2.4262807,2.585314,2.6276965,54712884.0
104.04343,104.748535,105.17753,105.16692,52084664.0
2.5472271,2.6175115,2.614405,2.6748424,54212190.0
2.1062424,0.968826,2.0340006,1.9650265,79263256.0
14.998006,12.932987,12.402153,14.2836895,93380440.0
2.3588517,2.648132,2.7483313,2.7435603,58893468.0
2.9466279,2.7126424,2.8711607,2.9983363,56462630.0
3.4576027,3.445917,3.1156332,3.078487,63440908.0
9.739953,8.810862,9.596186,11.049978,130629410.0
0.7553798,1.7933576,1.2727664,0.92295605,28281804.0
2.8081372,2.768234,2.677994,2.3071723,58242610.0
1.9392463,2.0257547,1.905638,2.2525268,50777068.0
66.24622,67.83243,66.8293,66.33157,85383704.0
4.263797,4.3442893,3.8137076,4.354202,76748840.0
5.0324373,5.6026797,5.240912,5.4050994,80751500.0
95.99071,97.663704,96.30769,96.318504,61399330.0
2.435775,2.7158296,1.7777712,2.7021441,43749624.0
159.85947,159.57817,157.21573,159.15337,27798856.0
2.8822072,3.4175375,3.639477,3.3544688,65026090.0
2.8025143,2.8026254,3.3579905,3.3570895,68294890.0
8.47371,9.602964,9.613546,9.225315,136473340.0
78.538895,80.41913,79.39636,79.619026,75014080.0
113.58647,114.88787,113.10231,113.60358,47430610.0
0.91798127,0.74889535,0.9001715,1.5850407,39213876.0
110.470245,109.64104,109.019226,109.88127,54935144.0
2.1726868,1.8745859,2.3684218,1.9227082,53154344.0
24.677729,23.825966,22.242664,22.554274,169433090.0
5.536515,4.494472,5.792929,5.733213,64777264.0
9.143453,7.5914893,8.189867,8.2244835,99405180.0
174.1807,174.87218,171.21132,174.20117,26993320.0
0.864833,0.09015436,0.21639848,0.5581623,38534588.0
150.72273,150.8587,148.37503,149.57051,30235104.0
2.9245617,3.2649019,2.5457919,2.9369292,67087492.0
2.191892,2.067289,1.7307074,1.9987065,45029696.0
26.847174,26.405937,27.752436,28.052565,139219040.0
2.6723206,3.4443166,4.7109036,3.612186,84266440.0
7.156123,5.6667705,6.190169,6.9597926,160142880.0
2.0250733,2.313587,1.833441,2.4461684,51116070.0
117.090904,117.56444,117.259415,117.56813,49937170.0
2.9336522,3.0840547,3.0871546,2.7766871,62894076.0
2.5766575,2.9017751,2.0597975,2.6188655,71130290.0
7.7896852,5.310392,6.5440755,7.0865245,99951970.0
2.6369298,2.808027,2.4520037,2.5923934,65625420.0
3.8483288,5.1917567,4.6369405,4.3621974,85973090.0
16.949553,16.695433,16.810143,14.793434,229033890.0
3.361768,3.7155778,3.1726878,2.973083,64803732.0
2.7553647,2.7020643,2.871775,2.5899882,59647704.0
2.0489972,1.6670759,1.7553523,2.4941993,46946092.0
54.330746,57.84961,56.788727,55.66478,98395224.0
13.048087,12.035919,9.455608,11.088341,86342650.0
0.33550182,0.33646172,-1.5001886,-0.19319193,32383768.0
106.82367,107.69946,105.91843,106.5939,53633816.0
9.387992,7.233766,7.6310506,7.67172,148495040.0
1.8955508,1.3045862,1.6209719,2.0231986,55135270.0
5.431163,6.078935,6.2370515,5.885225,92220390.0
2.660783,2.9703386,2.6173499,2.6931243,65503150.0
2.1427224,2.8491743,2.046284,2.401525,49826244.0
10.069945,10.863602,11.487261,10.151409,152589970.0
4.502372,4.9604754,4.246754,4.7427917,73708730.0
2.273969,2.5503309,2.3979933,2.1424918,57046228.0
2.727937,2.6936357,3.2179244,3.1027675,63945376.0
1.373231,0.63799447,0.65677667,1.4259983,62926340.0
1.1860038,0.35682458,1.6985953,1.1212403,37094404.0
4.4700174,4.3115096,3.7374136,4.407411,68394700.0
2.8278687,3.0062673,3.471966,3.301435,65839760.0
11.779021,10.23358,11.156181,10.977482,373382200.0
6.263028,6.749992,7.2877984,6.523235,92018360.0
1.6807014,0.9426858,2.5789988,0.74749714,35658428.0
5.090066,4.835571,5.400248,5.2685523,80848470.0
0.93980706,0.4793908,0.8631613,1.3492523,38022890.0
1.5508415,0.62311333,0.9057505,1.9255425,37092676.0
2.6416924,2.586517,2.7533114,2.4809184,59668470.0
8.853494,8.746672,8.755751,8.4195385,79206570.0
14.987906,15.31897,13.447441,16.061954,132230350.0
3.5398152,3.6955774,3.4492228,3.5704284,61764904.0
12.399089,12.74288,11.945259,11.979504,68675660.0
1.176366,0.3126809,1.813946,1.0070931,38121764.0
10.179072,7.4200034,10.056738,9.657404,110631170.0
3.4971402,3.6825578,3.6747935,4.337314,81410060.0
8.89441,8.835213,6.916537,8.859821,89104270.0
40.559296,39.641888,39.08392,41.168907,117069750.0
1.3031093,0.7215821,1.3619692,1.8752171,37486350.0
3.6565125,4.758611,5.292292,5.825418,136649660.0
11.223174,9.194042,10.499388,10.068825,112780690.0
96.82043,96.71585,95.62115,96.26625,64137772.0
11.204326,14.207308,12.76436,12.405233,168593120.0
1.6444541,1.6356199,2.2841094,2.1943698,44135144.0
10.045136,10.9680195,10.018766,9.7176895,249413300.0
5.145547,4.393539,4.3244786,4.968456,70182280.0
4.0490904,4.523292,5.208567,4.3441825,84540390.0
4.6993494,4.5549464,4.4862695,4.500198,62712656.0
156.85873,157.65634,155.3728,157.07942,33385184.0
10.753652,12.417368,8.618681,11.052958,353464350.0
3.3456376,3.444164,3.331282,2.8732276,58812876.0
18.366686,16.003994,16.627934,18.79185,110350104.0
0.14393915,1.2029703,0.021940472,0.6697288,40965460.0
2.616975,2.2763326,2.2858508,2.303043,55369460.0
8.054919,5.980407,6.930783,6.8138785,98807270.0
3.089679,3.2110288,3.4243014,3.2881846,66338744.0
4.052663,3.949291,3.779936,4.1124797,67156470.0
5.332448,4.6675296,4.349089,4.9927974,65325708.0
5.883626,5.3926444,5.8886933,5.953916,71324560.0
2.1930325,2.290058,1.9701178,2.423921,26884516.0
4.5957937,4.970464,4.26199,4.8640265,69933450.0
0.05121912,1.1010778,1.0885317,0.5262485,35121284.0
11.905362,13.478355,12.151674,12.638372,184987300.0
12.289828,14.191788,14.627892,15.401985,195317940.0
4.5282927,5.5233035,6.5804296,5.4331927,68803100.0
2.32714,1.9228799,1.9252951,2.3031535,64485364.0
144.34657,144.66364,142.64137,143.48204,28716008.0
1.2804366,2.7445657,1.2677748,2.067884,55331124.0
152.96535,152.66609,151.05841,152.1567,31467576.0
10.550487,11.46806,10.600323,10.621771,191830700.0
1.6474582,1.8718336,2.2314208,1.4747826,46449880.0
1.0829993,1.5489576,1.5324252,1.4694077,42570604.0
1.9507705,1.6468389,2.191872,0.90675503,42143020.0
2.087064,2.1384428,2.3843768,1.9179093,50823324.0
41.26873,41.589962,41.169155,41.4228,105182100.0
48.670807,51.606625,50.112053,51.20213,113938220.0
3.520261,3.3996542,3.4516566,3.4806228,65077720.0
2.1091797,2.8609579,2.2328837,2.5579333,65460010.0
49.086773,48.763134,49.129658,48.14835,93758290.0
77.30708,78.21512,77.03613,78.239075,92538680.0
10.30277,12.126589,12.09153,12.178535,189433570.0
34.33153,31.600311,30.876066,33.340572,98001816.0
154.16512,153.4689,151.07346,153.74583,25422212.0
1.7386714,2.3977525,1.5853102,1.7703606,57392748.0
67.99288,69.33476,67.730484,68.97145,111424830.0
1.2326652,3.0816915,3.0254176,3.3032336,76967170.0
36.882946,38.79284,37.54259,39.250977,136821260.0
2.3426583,3.1971796,1.5816844,2.3615737,54562910.0
3.6999562,4.3102145,4.927117,4.1512084,85609460.0
85.92698,87.43261,86.10562,85.42991,72056330.0
23.550705,27.165482,25.348707,24.047998,184267840.0
1.565179,1.0286577,1.8238547,1.8121258,43364396.0
26.877045,25.413551,23.417385,24.428186,88919656.0
83.407715,85.12332,83.62606,83.91268,71881360.0
2.0249074,1.7463224,1.8667223,1.6969582,42773068.0
138.95782,139.44316,135.4272,137.85422,33291436.0
110.64298,110.01106,110.07756,112.29314,51782176.0
7.085553,5.3321376,7.0898175,6.5586486,114866170.0
6.4419966,8.504202,8.384695,7.952581,160252860.0
81.59457,83.53098,83.30154,83.43574,74534810.0
2.2698872,1.8610895,3.060301,1.6408783,46677948.0
12.283961,13.759014,12.113243,13.544756,187576910.0
35.822132,34.593018,35.92876,35.768425,102420580.0
154.99132,155.88379,153.04973,154.4644,35955350.0
76.2808,77.04693,76.02914,76.04914,76893150.0
15.905581,14.375004,11.622128,15.045322,135034370.0
9.923644,8.766027,8.738686,8.361179,70953910.0
13.350314,13.339115,12.003969,14.30978,116684450.0
1.8856155,1.6168058,1.7898943,1.8285748,50708704.0
2.558122,2.6580904,2.7268374,2.485376,58305016.0
1.6056186,1.2521532,1.4987261,1.469484,38433628.0
99.62237,101.525154,99.18643,99.05535,58296236.0
12.262326,13.897699,12.837183,11.515556,223604750.0
1.9760333,3.123079,2.8972952,3.503385,45477750.0
3.990762,4.3356757,4.072346,4.2075515,71061760.0
2.5798924,1.9794481,1.5579245,2.7031817,70976080.0
0.7028552,1.7187631,0.45045114,1.0829617,43756708.0
19.568026,19.110079,18.212454,19.794773,144288940.0
0.85552704,-0.17429191,0.6720793,1.5644661,28446640.0
3.458419,3.3120992,3.0207026,2.957645,61669988.0
4.8267603,6.4604144,5.596354,6.57974,127285064.0
64.173706,65.483696,64.00096,64.31627,88778840.0
60.39686,62.512,62.049282,61.12815,90480696.0
180.60698,181.31511,178.7227,180.44705,30079312.0
1.8623706,1.7342012,1.8344862,2.1642585,70253310.0
28.785593,26.814554,26.530264,29.905727,119506620.0
5.1901884,4.3462634,4.8394094,5.159412,68019410.0
3.0769112,3.2056024,2.3480914,2.671287,50503612.0
3.0533936,3.1436536,3.2816298,3.1515784,61155510.0
82.83841,82.54441,80.931435,81.685585,108304590.0
77.7302,78.64145,77.48254,78.09167,81485300.0
17.72262,16.609573,15.476973,17.697119,101785030.0
128.24803,127.22522,121.98215,122.90948,53440956.0
2.2589371,2.086599,2.508816,2.428636,53665690.0
31.192701,31.25566,29.29458,30.613836,102015960.0
1.500228,1.2202203,1.8145525,1.6159664,44803016.0
1.5125266,1.1413152,1.5576346,1.1139561,30664916.0
284.51083,290.98953,285.27872,287.6757,9698031.0
2.7501423,2.8621442,3.224295,3.219154,65817480.0
-0.3667992,0.4392106,1.4491866,0.6466995,24451076.0
10.660932,13.07024,11.871374,12.028397,255933100.0
3.593034,5.973167,6.4759946,5.0114417,116031220.0
3.1204255,3.3413103,2.4026854,2.959293,63656348.0
2.8299572,3.0763566,2.3100703,3.3031077,66805564.0
0.06545557,-0.64380866,0.33487153,1.1444222,24378128.0
2.9177716,3.029678,2.3257468,2.6526637,69753096.0
2.0939057,1.5661047,1.6772196,2.1355739,45624216.0
27.594666,24.126713,23.797739,27.229477,110879380.0
4.317403,4.309854,3.2944682,4.3651023,65089796.0
3.7085068,5.1323104,4.9488378,3.4396148,78132450.0
2.1542294,1.9052122,3.692221,2.0305514,46189864.0
3.9078572,3.8686712,2.9492915,4.032644,66233280.0
6.3059454,4.2509837,5.554074,5.4938006,105471610.0
1.0672408,1.2368181,1.4544299,1.1780297,40251216.0
82.13924,79.88954,80.85923,81.33384,81136980.0
5.5404024,5.6845584,5.470879,5.251037,92580300.0
109.509865,109.61398,108.19351,108.791016,49131764.0
2.2323525,2.1643293,2.064173,2.1328578,48629420.0
31.474087,34.88307,33.793526,32.97165,145852900.0
20.776026,18.04089,17.65709,19.084517,94152984.0
2.5390446,2.7458265,2.193165,2.648767,58475796.0
5.4196825,6.1649547,6.2968373,4.3969417,99032120.0
1.3525401,1.19363,2.0957358,1.970102,41710068.0
62.599213,64.826416,64.023636,63.485912,89625610.0
2.522977,2.1221483,1.0554869,1.9035641,38277160.0
2.3324883,2.1512926,2.2099326,2.4541488,48057690.0
56.02536,57.949924,56.65085,53.883244,104470180.0
102.23426,103.735725,102.20253,102.46239,56320684.0
74.57461,76.50835,75.75321,75.18876,75893550.0
47.18487,46.437572,45.374348,46.513992,97918820.0
1.3076335,2.3488386,2.762934,3.2812839,67288310.0
277.1746,285.73087,278.52603,280.8737,23005528.0
2.1398747,3.5190809,2.7979987,2.2638812,58426084.0
12.397628,14.179359,10.995853,12.488655,76830456.0
2.126962,2.313152,2.3748076,2.4362845,41081360.0
6.627448,5.402744,6.3108163,5.7182307,110312950.0
2.5373986,2.737871,3.0491126,3.119165,61259120.0
35.667465,36.47778,36.338467,37.473587,129789060.0
1.9905845,2.0398633,2.5797923,2.465713,51838332.0
10.609155,8.280111,8.654432,9.858883,95502070.0
43.996597,45.811745,43.81948,45.00007,149546600.0
2.2351677,2.1297357,2.1057818,2.617824,75930530.0
3.4219315,3.5328271,3.4833395,4.030456,73546504.0
81.257454,83.597206,83.08471,82.94008,74966780.0
0.13292612,1.2268274,1.5855334,2.7399077,40324284.0
80.09113,83.21493,81.83674,82.718765,77023080.0
156.87949,158.37738,154.9457,156.63185,31087788.0
9.475955,10.123165,8.896618,8.860407,197694800.0
8.301978,10.195816,9.051664,9.430996,136832690.0
2.2467377,1.9595335,2.7426074,2.888885,66761884.0
3.9616787,4.1123652,4.1742616,4.2281013,74276744.0
0.86227715,0.896341,1.7795508,0.95165974,37152656.0
2.7099926,6.0468,5.895127,4.979238,131526790.0
1.102008,1.1774023,1.5263331,1.3156391,39350680.0
148.84233,148.84258,147.24295,148.48846,28030948.0
5.038499,6.5822005,6.656443,5.635711,96528056.0
7.301902,6.6628985,6.67936,5.8072333,122614536.0
0.83312523,0.09235544,1.4951327,1.3100582,37036244.0
89.8835,91.92452,89.785904,90.06915,66774052.0
1.7759429,1.20244,1.6139643,1.094894,48692200.0
1.4983875,1.4501455,2.3788722,0.6371017,23196916.0
3.4056447,2.3474233,1.2885096,2.4929729,51995030.0
15.502055,13.505636,12.72286,14.713366,114198504.0
3.3450844,4.415277,3.8078978,3.3317466,64184944.0
51.707924,50.609673,49.63981,49.44934,92821390.0
1.30857,1.5673978,0.47236848,1.1228367,46525680.0
65.33928,63.82376,61.752567,63.714252,161115500.0
35.875595,33.139305,33.42408,35.161472,116573680.0
1.8707057,1.7380731,1.6272814,1.9567677,36489204.0
30.002876,28.937338,28.964735,29.548271,93340480.0
17.281937,16.388487,14.929352,15.760672,222556590.0
14.7011175,14.720724,15.113371,16.5383,127400860.0
20.961905,17.990772,17.125248,21.981403,126084616.0
1.9594051,2.0396974,2.2341712,2.2350173,50272324.0
1.1783019,0.16577691,1.0129359,1.494989,47774692.0
2.7340329,0.68758935,0.8147757,2.0657363,39767628.0
9.13712,7.2622466,7.1377473,7.650575,140741460.0
12.32632,13.242714,12.260439,13.557827,212373940.0
2.1905854,1.790529,1.6903765,2.3517184,64735436.0
3.9009335,5.1790195,5.241442,4.7015452,89109530.0
1.4501697,0.6513459,1.1121142,0.9868923,48488416.0
7.7414427,7.237497,8.941679,7.686914,104648100.0
5.1588736,5.6135917,5.1691556,5.0569396,80522790.0
2.962434,3.2545774,2.433922,2.7728896,59130676.0
2.8653367,2.7654684,2.7162707,2.7182727,60319040.0
13.346505,14.184601,12.380617,13.694714,213302800.0
78.169975,79.16804,77.81217,79.02296,92664460.0
8.817822,7.5887256,8.883486,8.347851,108085224.0
6.8453226,6.1192107,6.875851,6.0074477,110810490.0
2.39944,2.2478406,2.8125994,2.6650844,54370790.0
2.251365,2.268606,2.0449603,2.729591,55821050.0
102.398224,103.1461,101.009544,101.69219,57218630.0
2.0659668,2.3366563,2.5118392,2.4458346,51690044.0
-0.7442063,-0.16085273,0.935303,1.7159592,51586884.0
2.72252,2.7496297,2.349026,2.8923068,66037196.0
140.5653,140.43968,139.3374,140.86018,33103888.0
6.538068,5.6009746,6.2027574,6.085399,103067770.0
83.44992,84.97687,82.71935,83.93688,82536720.0
